_Category,_CaptionText,_Year,_MediaType,_MediaWidth,_MediaHeight,_Status,_ImageFile,_ImageWidth,_ImageHeight,_ImageKB,_CaptionID,_ThumbFile,_ThumbWidth,_ThumbHeight,_ThumbKB,_Notes,_tags,_OriginalFile,_OriginalWidth,_OriginalHeight,_OriginalKB,_Price
Watercolor,Morning Commute,2014,Watercolor,22.25,15,,MorningCommute.jpg,,,,MorningCommute,MorningCommute_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,The Perfect Location,2013,Watercolor,24,9.25,,ThePerfectLocation.jpg,,,,ThePerfectLocation,ThePerfectLocation_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Maybe Someday,2015,Watercolor,28.5,20.5,,MaybeSomeday2.jpg,,,,MaybeSomeday,MaybeSomeday_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Hand Picked,2016,Watercolor,24.25,14.5,,HandPicked.jpg,,,,HandPicked,HandPicked_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Understated Elegance,2014,Watercolor,23.75,18,,UnderstatedElegance.jpg,,,,UnderstatedElegance,UnderstatedElegance_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Pure Imagination,2013,Watercolor,15,11,Private Collection --,PureImagination.jpg,,,,PureImagination,PureImagination_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Down in the Hollar,2015,Watercolor,11,14,SOLD -- Prints Available,DownInTheHollar.jpg,,,,DownInTheHollar,DownInTheHollar_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Tucked Away,2016,Watercolor,11,14,,TuckedAway.jpg,,,,TuckedAway,TuckedAway_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Beachcomber I,2014,Watercolor,5,7,,BeachcomberI.jpg,,,,BeachcomberI,/BeachcomberI_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Beachcomber II,2013,Watercolor,5,7,SOLD -- Prints Available,BeachcomberII.jpg,,,,BeachcomberII,BeachcomberII_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Beachcomber III,2015,Watercolor,5,7,,BeachcomberIII.jpg,,,,BeachcomberIII,BeachcomberIII_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Beachcomber IV,2016,Watercolor,10,18,,BeachcomberIV.jpg,,,,BeachcomberIV,BeachcomberIV_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Captain Coco,2014,Watercolor,14,9.5,SOLD -- Prints Available,CaptainCoco.jpg,,,,CaptainCoco,CaptainCoco_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Sundress,2013,Watercolor,2,2.75,SOLD -- Prints Available,Sundress.jpg,,,,Sundress,Sundress_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,The Encounter (Hopped Up Series 1 of 3),2015,Watercolor and pencil,20,16,SOLD -- Prints Available,TheEncounter.jpg,,,,TheEncounter,TheEncounter_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,The Leap (Hopped Up Series 2 of 3),2016,Watercolor and pencil,20,16,SOLD -- Prints Available,TheLeap.jpg,,,,TheLeap,TheLeap_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,The Love (Hopped Up Series 3 of 3),2014,Watercolor and pencil,20,16,SOLD -- Prints Available,TheLove.jpg,,,,TheLove,TheLove_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Hot Yoga,2013,Watercolor and pencil,20,16,SOLD -- Prints Available,HotYoga.jpg,,,,HotYoga,HotYoga_thumb_v2.jpg,,,,,,,,,,"1,000"
Watercolor,Testing a Theory,2015,Watercolor and pencil,20,16,,Testing_a_Theory.jpg,,,,Testing_a_Theory,Testing_a_Theory_thumb_v2.jpg,,,,,,,,,,"1,000"
Watercolor,Cold Morning,2016,Watercolor and pencil,20,16,,ColdMorning.jpg,,,,ColdMorning,ColdMorning_thumb_v2.jpg,,,,,,,,,,"1,000"
Watercolor,A Few Good Men,2014,Watercolor and pencil,20,16,SOLD -- Prints Available,aFewGoodMen.jpg,,,,aFewGoodMen,aFewGoodMen_thumb_v2.jpg,,,,,,,,,,"1,000"
Watercolor,Happy Hour Friday Night,2013,Watercolor and pencil,20,16,SOLD -- Prints Available,HappyHourFridayNight.jpg,,,,HappyHourFridayNight,HappyHourFridayNight_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Quality Control,2015,Watercolor and pencil,20,16,SOLD -- Prints Available,QualityControl.jpg,,,,QualityControl,QualityControl_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Monday Morning,2016,Watercolor and pencil,20,16,SOLD -- Prints Available,MondayMorning.jpg,,,,MondayMorning,MondayMorning_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Love At First Sight,2014,Watercolor and pencil,20,16,,LoveAtFirstSight.jpg,,,,LoveAtFirstSight,LoveAtFirstSight_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Botanical I,2013,Watercolor and pencil,8,10,,Botanical1.jpg,,,,Botanical1,Botanical1_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Botanical II,2015,Watercolor and pencil,8,10,,Botanical2.jpg,,,,Botanical2,Botanical2_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,Botanical III,2016,Watercolor and pencil,8,10,,Botanical3.jpg,,,,Botanical3,Botanical3_thumb.jpg,,,,,,,,,,"1,000"
Watercolor,The Introduction,2014,Watercolor,11,14,Private Collection,TheIntroduction.jpg,,,,TheIntroduction,TheIntroduction_thumb.jpg,,,,,,,,,,"1,000"
Mixed,Killing Time,2016,Mixed Medium,10,10,,KillingTime.jpg,,,,KillingTime,KillingTime_thumb.jpg,88,88,,,,,,,,"1,000"
Mixed,Killing Time II,2015,Mixed Medium,10,10,,KillingTimeII.jpg,1359,1359,,KillingTimeII,KillingTimeII_thumb.jpg,88,88,,,,,,,,"1,000"
Mixed,A Gentleman,2014,Graphite,24,16,,AGentleman.jpg,,,,AGentleman,AGentleman_thumb.jpg,140,88,,,,,,,,"1,000"
Mixed,Mr. Chickadee,2013,Graphite,11,14,SOLD -- Prints Available,MrChickadee.jpg,,,,MrChickadee,MrChickadee_thumb.jpg,69,88,,,,,,,,"1,000"
Mixed,Senescing,2016,Graphite,34,16,,Senescing.jpg,,,,Senescing,Senescing_thumb.jpg,223,88,,,,,,,,"1,000"
Mixed,Sunning,2015,Graphite,13,10,,Sunning.jpg,,,,Sunning,Sunning_thumb.jpg,117,88,,,,,,,,"1,000"
Mixed,TheFirstToArrive,2014,Graphite,16,20,,TheFirstToArrive.jpg,,,,TheFirstToArrive,TheFirstToArrive_thumb.jpg,64,88,,,,,,,,"1,000"
Mixed,The Last Dance,2013,Graphite,10,13,SOLD -- Prints Available,TheLastDance.jpg,,,,TheLastDance,TheLastDance_thumb.jpg,51,88,,,,,,,,"1,000"
Mixed,Tucker,2016,Graphite,16,20,SOLD -- Prints Available,Tucker.jpg,,,,Tucker,Tucker_thumb.jpg,64,88,,,,,,,,"1,000"
Mixed,Waiting,2015,Graphite,14,24,,Waiting.jpg,,,,Waiting,Waiting_thumb.jpg,40,88,,,,,,,,"1,000"
Mixed,WakeUp!,2014,Graphite,36,12,,WakeUp3.jpg,,,,WakeUp3,WakeUp3_thumb.jpg,295,88,,,,,,,,"1,000"
Mixed,Beautiful Encounter,2013,Graphite and Charcoal,30,20,SOLD -- Prints Available,BeautifulEncounter.jpg,,,,BeautifulEncounter,BeautifulEncounter_thumb.jpg,65,88,,,,,,,,"1,000"
Mixed,Unhinged,2016,Graphite and Watercolor,4.25,2.25,,Unhinged.jpg,,,,Unhinged,Unhinged_thumb.jpg,166,88,,,,,,,,"1,000"
Mixed,Scheming,2015,Graphite and Watercolor,2,3,,Scheming.jpg,,,,Scheming,Scheming_thumb.jpg,59,88,,,,,,,,"1,000"
Mixed,Whoo's There,2014,Graphite and Watercolor,2,2,,WhoosThere.jpg,,,,WhoosThere,WhoosThere_thumb.jpg,89,88,,,,,,,,"1,000"
